No,Content,Title,Price,Picture
355915284524115_2583221861793435,韓國直送小筆袋個個都樣哀哀小可愛如此可愛的筆袋一定能讓您在學習上如虎添翼-韓國小筆袋各款$95  ($170 兩個）-Whatsapp:55109214-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #S2S筆袋,韓國小筆袋各款,95,https://scontent.fhkg1-1.fna.fbcdn.net/v/t1.6435-9/73280835_2583221868460101_7168413297354473472_n.jpg?stp=dst-jpg_p720x720&_nc_cat=108&ccb=1-7&_nc_sid=9267fe&_nc_ohc=OgJMHfokYGgAX_9A3Eb&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfBh6GEITZPpGZFC9suqoJCIzonep40XHfZE3WxoGrgWpA&oe=64CCAD1E
355915284524115_2734101630038790,小心呀BB小心呀BB不知這3個Warning手機殼適合您使用嗎？-Warning手機殼款式: 肥/痴/仆街玻璃手機殼面料$95Whatsapp:55109214-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #人面獸心拖鞋 #s2s手機殼,Warning手機殼款式: 肥/痴/仆街玻璃手機殼面料,95,https://scontent.fhkg1-1.fna.fbcdn.net/v/t1.6435-9/82315424_2734101633372123_4265192735868190720_n.jpg?stp=dst-jpg_p720x720&_nc_cat=103&ccb=1-7&_nc_sid=9267fe&_nc_ohc=DTmmNv17yMEAX8Rl4DR&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfBrr1lfbZl-roPSjUWqi3xWYe0cuDrsIuXVgwrCScWjTg&oe=64CCA90D
355915284524115_2781947248587561,可愛的3字嘴天線得得B AirPods套儲齊一套集結成為天線得得小隊～！-天線得得B AirPods套$95 一個 AirPod 1 2代 及 AirPods pro適用(下單時請注明）-WhatsApp: 55109214-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #創新 #有趣 #生日禮物 #生日 #禮物 #birthday #gift #拍拖 #情侶 #週年 #月亮燈 #驚喜 #diy #手工 #handmad #手作 #食人花 #訂造 #手機殼 #iphonecase #s2sairpods,天線得得B AirPods套,95,https://scontent.fhkg1-1.fna.fbcdn.net/v/t1.6435-9/83632059_2781947255254227_5693798802406768640_n.jpg?stp=dst-jpg_p720x720&_nc_cat=105&ccb=1-7&_nc_sid=9267fe&_nc_ohc=_QYrtxweWlsAX-aLP5N&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfADr65cXSU8l4-CUaU6VTxHFgLjQjCLmU_uJucrwUU-bA&oe=64CC97F7
355915284524115_2819021061546846,魔獸世界貴為當年最火的遊戲之一， 不知見在還有多少年輕人在玩?-魔獸世界毀滅之鎚開瓶器235mm x 90mm$95-whatsapp:55109214#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #s2s酒,魔獸世界毀滅之鎚開瓶器235mm x 90mm,95,https://scontent.fhkg1-1.fna.fbcdn.net/v/t1.6435-9/85183117_2819021064880179_8867389333292711936_n.jpg?stp=dst-jpg_p720x720&_nc_cat=109&ccb=1-7&_nc_sid=9267fe&_nc_ohc=5iFDc2cMvTMAX83vWAs&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfCwKf1_7sYsD--xLcITHkD-iOjyHts6kSa7uRKa4RxO4g&oe=64CC938F
355915284524115_2916530675129217,超可愛日本可愛鯛魚燒動物AirPods套我都好想食鯛魚燒呀呀呀呀呀呀～(口水流）-鯛魚燒動物AirPods套下單時請注明AirPods1/2代 或 AirPods Pro款式: 小豬 / 柴犬 / 小貓 / 熊貓$95-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #人面獸心拖鞋 #s2sairpods,鯛魚燒動物AirPods套下單時請注明AirPods1/2代 或 AirPods Pro款式: 小豬 / 柴犬 / 小貓 / 熊貓,95,https://scontent.fhkg1-1.fna.fbcdn.net/v/t1.6435-9/91600628_2916530678462550_4510923225215008768_n.jpg?stp=dst-jpg_p720x720&_nc_cat=102&ccb=1-7&_nc_sid=9267fe&_nc_ohc=_WqZNaFoxf0AX_zw3vd&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfC9WQuODOqwTjqccFDs5esSLEne1WtbFqdUqG_WKUS7YA&oe=64CCA47A
355915284524115_2985420114906939,分別是榮恩、哈利、鄧不利多、妙麗以及佛地魔的魔杖!平常眼妝都是一隻刷子和海綿棒打天下，第一次接觸眼影刷不太了解功能，這幾隻分別是Angel blending brush、pencil brush、blending brush、angled eyeliner 、flat definer 。還有蛇圖案的刷具筒，當魔杖的家太適合了!-哈利波特魔杖眼影刷一套5支+絨布袋 $95刷具筒尺寸: 11.3x6.3cm$130Whatsapp: 55109214-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #s2s袋 #s2s遮 #s2s化妝品,哈利波特魔杖眼影刷一套5支+絨布袋,95,https://scontent.fhkg1-1.fna.fbcdn.net/v/t1.6435-9/95072207_2985420121573605_3709851819522916352_n.jpg?stp=dst-jpg_p720x720&_nc_cat=102&ccb=1-7&_nc_sid=9267fe&_nc_ohc=u-5iSrfRyLQAX-vhP5T&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfBHr0UnY5J3aTJodxY0djIvLhFkcLIhr0ydAC1QJVEgrg&oe=64CC9547
355915284524115_3024396511009299,可愛的炸蝦快點讓他躺睡在你的袋內❣️嗯~好舒服-角落小生物airpods套炸蝦/豬扒12代適用$95-whatsapp:55109214 -#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #s2sairpods,角落小生物airpods套炸蝦/豬扒12代適用,95,https://scontent.fhkg1-1.fna.fbcdn.net/v/t1.6435-9/98033035_3024396521009298_108259843311140864_n.jpg?stp=dst-jpg_p720x720&_nc_cat=106&ccb=1-7&_nc_sid=9267fe&_nc_ohc=Iz-b7oDW-TgAX_wgurJ&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfDt2pP6Z-PgJyzjoIAMdXLerWJEM5dBBfeLsdZ8JHr1KA&oe=64CCAB89
355915284524115_3050838681698415,泰國熱賣款！！各種可愛食物Airpod套你今天吃了嗎-惡搞食物AIrPods套1. TicTac白2. TicTac藍3. 花生醬4. 杯面5. Oreo6. Pretz百力滋7. 午餐肉8. Pocky百力滋每款均有AirPods1&2 / Pro版本，下單時請註明$95whatsapp:55109214-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #s2sairpods,惡搞食物AIrPods套1. TicTac白2. TicTac藍3. 花生醬4. 杯面5. Oreo6. Pretz百力滋7. 午餐肉8. Pocky百力滋每款均有AirPods1&2 / Pro版本，下單時請註明,95,https://scontent.fhkg1-1.fna.fbcdn.net/v/t1.6435-9/100888369_3050838498365100_8290262590475468800_n.jpg?stp=dst-jpg_p720x720&_nc_cat=100&ccb=1-7&_nc_sid=a26aad&_nc_ohc=gnliMrH5GnsAX_NvjGx&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfAqfhhcpftRwxFN26N5cmt6MqRQglzrazKgQwdkWtjb6A&oe=64CC870C
355915284524115_3070567063058910,毛巾唔岩用？扭計骰都得！尋找所有讀化學既同志去到邊都要記住元素表是常識吧😎買左佢 咪話5*做埋化學學家都仲得啦-元素扭計骰$95Whatsapp: 55109214-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #創新 #有趣 #生日禮物 #生日 #禮物 #birthday #gift #拍拖 #情侶 #週年 #月亮燈 #驚喜 #diy #手工 #handmad #手作 #食人花 #訂造 #手機殼 #iphonecase #s2s披肩 #s2s扭計骰,元素扭計骰,95,https://scontent.fhkg1-1.fna.fbcdn.net/v/t1.6435-9/101679743_3070567066392243_4026678349924401152_n.jpg?stp=dst-jpg_p720x720&_nc_cat=107&ccb=1-7&_nc_sid=9267fe&_nc_ohc=REj1qbZ1k0AAX_yC6CP&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfDzH7u4MmxkRmyQa4DE8VI6vJ1U-1Z6NFo5b7ZZekj7kw&oe=64CC81D8
355915284524115_3088954211220195,小小的角落生物，可愛的辦公室保暖毯平鋪尺寸約100X70cm，捲起來收納❤️-辦公室保暖毯約100X70cm企鵝｜貓咪｜蜥蜴｜炸蝦｜白熊｜豬排$95Whatsapp: 55109214-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #s2s披肩,辦公室保暖毯約100X70cm企鵝｜貓咪｜蜥蜴｜炸蝦｜白熊｜豬排,95,https://scontent.fhkg1-1.fna.fbcdn.net/v/t1.6435-9/102573636_3088954214553528_5607945952226531395_n.jpg?stp=dst-jpg_p720x720&_nc_cat=102&ccb=1-7&_nc_sid=9267fe&_nc_ohc=Q2ruH35OC00AX_ferWM&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfBDAcQYkK-jZurt4MxVKnM0gpGSN7KmTFYcmQQ9sbTSyw&oe=64CCA59C
355915284524115_3134892739959675,你愛珍奶~我愛珍奶~全世界的人都愛珍奶~ 現在你可以擁有最超級無敵卡哇依的珍奶寶寶療癒AIrPods囉～-珍珠奶茶AirPods套AirPods1/2代，Pro版$95Whatsapp: 55109214-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #S2S手機殼 #s2sAirpods,珍珠奶茶AirPods套AirPods1/2代，Pro版,95,https://scontent.fhkg1-1.fna.fbcdn.net/v/t1.6435-9/104931588_3134892586626357_7330101791227732533_n.jpg?stp=dst-jpg_p720x720&_nc_cat=108&ccb=1-7&_nc_sid=a26aad&_nc_ohc=91OZbV5OMfkAX-VlaVP&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfDHi_hWVCjMpkp5-Y2WIUTSDEIiEcC5f_CAKq-sK6FFNQ&oe=64CC9B8C
355915284524115_3166165196832429,Tag一個你最鼻大既朋友入黎可愛的大鼻AirPod套AirPod 1 和 2代都可以用超文青可愛適合喜歡復活島石像的你-韓國大鼻AirPods套1/2代，Pro適用$95Whatsapp: 55109214-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #S2SAirPods,韓國大鼻AirPods套1/2代，Pro適用,95,https://scontent.fhkg1-1.fna.fbcdn.net/v/t1.6435-9/107569366_3166165200165762_6599663228425583418_n.jpg?stp=dst-jpg_p720x720&_nc_cat=104&ccb=1-7&_nc_sid=9267fe&_nc_ohc=kjDrTwbkVSwAX-sG8sH&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfDSGbclqckGJH-13VXhXnD-4BfFmG5tenpkEgaqkjnGVw&oe=64CC7FCF
355915284524115_3214176732031275,可愛整簡主義計時器～全高10cm左右～適合放置在家中每一個角落-特色計時器打奶器/磨豆器款//咖啡機款/Moka款$95Whatsapp:55109214-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #人面獸心拖鞋 #s2s家品,特色計時器打奶器/磨豆器款//咖啡機款/Moka款,95,https://scontent.fhkg1-1.fna.fbcdn.net/v/t1.6435-9/116385007_3214176735364608_4201400746410906397_n.jpg?stp=dst-jpg_p720x720&_nc_cat=106&ccb=1-7&_nc_sid=9267fe&_nc_ohc=vKReJSGzIkgAX8bGNoV&_nc_oc=AQmbhMJMo3XZ5LDf144uZ_ko4F4ziakfmhw9HIeEwqfuX3TE_xw5v1i7IZwdxkNRhbE&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfDq7aqYUf2-RYtseb0BL5OWaLGy4dJwDjhBeOIB3ROkQA&oe=64CC921A
355915284524115_3259807294134885,🌕🌕🌕🌕🌕🌕🌕🌕🌕🌕🌕🌕🌕🎩🌕🌕🌕🌕🌕🌕🌘🌑🌒🌕🌕🌕🌕🌘🌑🌑🌑🌓🌕🌕🌖🌑👁🌑👁🌓🌕🌕🌗🌑🌑👄🌑🌔🌕🌕🌘🌑🌑🌑🌒🌕🌕🌕🌘🌑🌑🎀🌓🌕🌕🌕🌘🌑🌑🌑🌔🌕🌕🌕🌘🌔🌘🌑🌕🌕🌕🌖🌒🌕🌗🌒🌕🌕🌕🌗🌓🌕🌗🌓🌕🌕🌕🌘🌔🌕🌗🌓🌕🌕🌕👠🌕🌕🌕👠🌕🌕出門在外，手機也要做好防護～ 據TheHealthSite報道，智能手機每平方英吋大約含有25000個細菌和病菌，其中約有16%的手機含有大腸杆菌。 微生物學教授Charles Gerba表示，手機上這些細菌會影響人體健康。可想言之手機有多髒了～-口罩手機殼Iphone適用質地：PU軟殼＋印刷（非真實口罩)-$95-Whatsapp: 55109214-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #s2s手機殼,口罩手機殼Iphone適用質地：PU軟殼＋印刷（非真實口罩)-,95,https://scontent.fhkg1-1.fna.fbcdn.net/v/t1.6435-9/117674420_3259807300801551_3995774791261939466_n.jpg?stp=dst-jpg_p720x720&_nc_cat=111&ccb=1-7&_nc_sid=9267fe&_nc_ohc=bzCOhZZ38bIAX-p_o_-&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfCCN_p_EtALEmhWDCAUrOVSNAIgOWMNPMdI2409J7vBvg&oe=64CCAEC8
355915284524115_3424689134313366,喜愛朱古力味的叔叔不行了～由俄羅斯VITAMILK推出的牛奶朱古力沐浴露在沖涼時無時無刻散發朱古力香氣！-俄羅斯VITAMILK牛奶巧克力沐浴露容量：350ml$95Whatsapp: 55109214-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #S2S日常用品,俄羅斯VITAMILK牛奶巧克力沐浴露容量：350ml,95,https://scontent.fhkg1-1.fna.fbcdn.net/v/t1.6435-9/120602209_3424689104313369_8161360347775855790_n.jpg?stp=dst-jpg_p720x720&_nc_cat=101&ccb=1-7&_nc_sid=a26aad&_nc_ohc=7I8ninQfbkoAX8SpsCK&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfBM_c8y1CtuBit6TXtWdSP-EKnRGKePZyuVMGAbWqp_FA&oe=64CCAFEA
355915284524115_3506054659510146,風暴兵是暴虐銀河帝國的基礎兵力，他們人多勢廣，既然帝國已經統治了銀河，代表這些風暴兵一定為皇帝盡了不少心力，理論上一支永遠射不到敵人的軍隊，不可能達成這種偉業。如果有射擊命中率鬥低大賽白兵應該是首位出線-星球AirPods套初代/Pro 適用（Pro款比較寬)$95Whatsapp: 55109214-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #s2sAirPods,星球AirPods套初代/Pro 適用（Pro款比較寬),95,https://scontent.fhkg1-1.fna.fbcdn.net/v/t1.6435-9/123653944_3506054626176816_3037330140823951444_n.jpg?stp=dst-jpg_p720x720&_nc_cat=100&ccb=1-7&_nc_sid=a26aad&_nc_ohc=J3RoiN9En5UAX8NGlOI&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfCErFsfNb_ncI3QedwBETGZ2hvaVvs9-CWeA0f4lQ2Vpw&oe=64CCA3FD
355915284524115_3606407259474885,在家中扮貓貓❤️暖暖的 毛毛的～不要太動心唷！-糖果色系毛毛貓爪鞋尺寸：深灰色  39-42碼啡色  39-42碼粉紅色  36-40碼卡其色  36-40碼焦糖色  36-40碼黃色  36-40碼-$95Whatsapp: 55109214-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #創新 #有趣 #生日禮物 #生日 #禮物 #birthday #gift #拍拖 #情侶 #週年 #月亮燈 #驚喜 #diy #手工 #handmade #手作 #食人花 #s2s拖鞋,糖果色系毛毛貓爪鞋尺寸：深灰色  39-42碼啡色  39-42碼粉紅色  36-40碼卡其色  36-40碼焦糖色  36-40碼黃色  36-40碼-,95,https://scontent.fhkg1-1.fna.fbcdn.net/v/t1.6435-9/130026316_3606407239474887_8016421298421623652_n.jpg?stp=dst-jpg_p720x720&_nc_cat=109&ccb=1-7&_nc_sid=a26aad&_nc_ohc=vlZeXQ83C8kAX8kuaPI&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfD7SUYFEn4Lx56RLJpS2opP1qqEwVC79C9inpH6egE8oQ&oe=64CCAA48
355915284524115_3656172004498410,🎼家家食出前丁丁丁，有美味有歡笑～🎶是你我耳熟能詳的廣告歌曲倍伴著我們長大的 麻油味雞蓉味豬骨湯味...想著想著 肚子又開始餓了...，乾脆現在就來一碗......！！！最愛出前丁丁的您最適合這款質感超好！！！的手機殼-出前丁丁立體手機殼$95IPhone 系列適用Whatsapp: 55109214-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #S2scase #S2s手機殼,出前丁丁立體手機殼,95,https://scontent.fhkg1-1.fna.fbcdn.net/v/t1.6435-9/133882504_3656171951165082_8088155002119426310_n.jpg?stp=dst-jpg_p720x720&_nc_cat=108&ccb=1-7&_nc_sid=a26aad&_nc_ohc=e2SUShGnb98AX-DWMYd&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfBsNDNERl3qMS3JBLZ42C2GbNsFmPEAg7Zf-YyaH1XtrQ&oe=64CCAE57
355915284524115_3789000164548926,將您的手機殼變成超美的即影即有手機殼！中間有美美的位置可以讓你放置你最重要的相片～-復古即影即有透明iPhone手機殼$95適用型號：iPhone系列Whatsapp: 55109214-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #S2S手機殼,復古即影即有透明iPhone手機殼,95,https://scontent.fhkg1-1.fna.fbcdn.net/v/t1.6435-9/152336861_3789000131215596_6505611450977318748_n.jpg?stp=dst-jpg_p720x720&_nc_cat=103&ccb=1-7&_nc_sid=a26aad&_nc_ohc=LFgTbeING7gAX_t_4SD&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfCInHA38iBYCR9HP9DDTMtw--pj1T-xaDPshRB5nk71JA&oe=64CC8C2A
355915284524115_3812949738820635,療癒可愛的角落小夥伴圖案裝飾你的小腳。-角落造型防滑拖鞋款式: A - F 款均碼：35-39$95Whatsapp: 55109214-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #s2s拖鞋,角落造型防滑拖鞋款式: A - F 款均碼：35-39,95,https://scontent.fhkg1-1.fna.fbcdn.net/v/t1.6435-9/153926358_3812949712153971_7542725766166950480_n.jpg?stp=dst-jpg_p720x720&_nc_cat=107&ccb=1-7&_nc_sid=a26aad&_nc_ohc=bS_VmOQky38AX-yzP2J&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfAaVyCCIRqPHDHGoRwS-dYhDlXe6qF3G5EHjh7Xa_KX7g&oe=64CCAB52
355915284524115_3820100911438851,懶洋洋的小罐頭豬這款台灣網站上販售的可愛罐頭小豬以淡粉色小豬為外型，圓滾滾眼睛與大大微笑，療癒度十足❤️-懶洋洋AirPods套只適合AirPods 1/2代款式：左中右$95Whatsapp: 55109214-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業  #s2sairpods,懶洋洋AirPods套只適合AirPods 1/2代款式：左中右,95,https://scontent.fhkg1-1.fna.fbcdn.net/v/t1.6435-9/155814529_3820100881438854_2001380310780952983_n.jpg?stp=dst-jpg_p720x720&_nc_cat=111&ccb=1-7&_nc_sid=a26aad&_nc_ohc=jwv6DLIvfy0AX8nE3AR&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfB9pgGheJQaQc55Zbwnv36xojgJY9vTYNF6gaOFnBQhaQ&oe=64CC7C37
355915284524115_3968101639972110,可愛手繪風加厚隔熱手套除了日常適用於微波爐和烤爐加熱還可以和家裡的貓咪無線循環玩give me five的遊戲哦-日系貓貓小爪加厚隔熱手套款式：① 黑貓（左上)② 橙貓 （右上）③ 三色 （左下）④ 橙白 （右下）-$95/一個-whatsapp :55109214-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #s2s手套 #s2s家居用品,日系貓貓小爪加厚隔熱手套款式：① 黑貓（左上)② 橙貓 （右上）③ 三色 （左下）④ 橙白 （右下）-,95,https://scontent.fhkg1-1.fna.fbcdn.net/v/t1.6435-9/176481603_3968101589972115_1880977641977987087_n.jpg?stp=dst-jpg_p720x720&_nc_cat=110&ccb=1-7&_nc_sid=a26aad&_nc_ohc=JZ4cWVUYPLAAX94F9EB&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfBG4Ni8phaBbs8nInKT7oxe_0tBbApHp8HmvSiuTWJ9bg&oe=64CC8643
355915284524115_4004420339673573,最近推出了可以尋找失物的Airtag但有沒有想過電話都會不見呢？呢個時候就需要用到他了！-真 平底巨case-Iphone適用-$95Whatsapp: 55109214-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #s2s手機殼 #s2scase,真 平底巨case-Iphone適用-,95,https://scontent.fhkg1-1.fna.fbcdn.net/v/t1.6435-9/182028222_4004420279673579_1926146261411002425_n.jpg?stp=dst-jpg_p720x720&_nc_cat=101&ccb=1-7&_nc_sid=a26aad&_nc_ohc=w0shGcmXoK4AX-xFLxS&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfAtKr6PTLZhglT5PZDwy7OqjCgBjG27LggxXm_Jm61-LA&oe=64CC9614
355915284524115_4062050210577252,比卡比卡比比卡比卡比比卡比卡比！！？比卡 比卡比 比卡比？！！～☺️☺️☺️-求翻譯-大隻佬比卡比卡肌肉AirPods套$95Whatsapp: 55109214-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #s2sAirpods,求翻譯-大隻佬比卡比卡肌肉AirPods套,95,https://scontent.fhkg1-1.fna.fbcdn.net/v/t1.6435-9/188021006_4062050160577257_3699565158426655475_n.jpg?stp=dst-jpg_p720x720&_nc_cat=100&ccb=1-7&_nc_sid=a26aad&_nc_ohc=zn2d50mqhM4AX8LMfOw&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfDAf8vwoaCr23XemcFLYBjuClk6xqFCvumjKIfvpHtC2g&oe=64CCA771
